body_type,daysonmarket,fuel_type,has_accidents,highway_fuel_economy,horsepower,is_new,make_name,mileage,price,seller_rating,year
Hatchback,43,Gasoline,False,36.0,241.60205479452054,False,Volkswagen,42154.0,24300.0,2.8,2018
Sedan,6,Gasoline,False,36.0,147.0,False,Hyundai,50013.0,11500.0,2.8,2017
SUV / Crossover,28,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,35469.0,33224.0,3.4477611940298507,2016
SUV / Crossover,32,Gasoline,False,22.0,281.0,False,Chevrolet,16795.0,24924.0,3.4477611940298507,2017
Convertible,36,Gasoline,False,29.0,335.0,False,Chevrolet,42406.0,23759.0,3.4477611940298507,2019
SUV / Crossover,37,Gasoline,False,30.0,184.0,False,Mazda,73474.0,15439.0,3.4477611940298507,2016
Sedan,384,Gasoline,False,28.0,315.0,False,BMW,61744.0,23495.0,2.963636363636364,2015
Sedan,25,Gasoline,False,27.0,302.0,False,Mercedes-Benz,50383.0,17995.0,2.963636363636364,2014
Sedan,97,Gasoline,False,31.0,241.0,False,Mercedes-Benz,41253.0,21200.0,2.8,2017
Sedan,24,Gasoline,False,27.0,200.0,False,Audi,144946.0,3999.0,4.666666666666667,2007
SUV / Crossover,24,Gasoline,False,30.0,141.0,False,Nissan,26007.0,16624.0,3.4477611940298507,2017
Wagon,46,Electric,False,30.0,241.60205479452054,False,Kia,26155.0,13000.0,2.8,2017
SUV / Crossover,49,Gasoline,False,27.0,271.0,False,Jeep,13463.0,24500.0,2.8,2019
Sedan,28,Gasoline,False,26.0,306.0,False,Lexus,120996.0,15999.0,2.963636363636364,2016
Van,39,Gasoline,False,27.0,255.0,False,Ford,188727.0,3499.0,4.666666666666667,2005
SUV / Crossover,173,Gasoline,False,20.0,400.0,False,BMW,95651.0,9495.0,2.963636363636364,2012
SUV / Crossover,7,Gasoline,False,22.0,288.0,False,Chevrolet,21317.0,29572.0,3.4477611940298507,2017
Sedan,20,Gasoline,False,33.0,148.0,False,Hyundai,58348.0,7859.0,3.4477611940298507,2012
Sedan,35,Gasoline,True,27.0,268.0,False,Subaru,74577.0,21300.0,2.8,2017
SUV / Crossover,18,Gasoline,False,27.0,300.0,False,BMW,75221.0,20495.0,2.963636363636364,2014
Hatchback,47,Hybrid,False,45.0,110.0,False,Toyota,163566.0,3499.0,4.666666666666667,2004
Sedan,17,Gasoline,False,35.0,185.0,False,Hyundai,44604.0,14359.0,3.4477611940298507,2018
SUV / Crossover,49,Flex Fuel Vehicle,True,26.0,355.0,False,Chevrolet,49518.0,35323.0,3.4477611940298507,2016
Sedan,56,Gasoline,True,30.0,300.0,False,BMW,101415.0,10495.0,2.963636363636364,2012
Sedan,87,Hybrid,False,30.0,380.0,False,Porsche,62139.0,26995.0,2.963636363636364,2013
SUV / Crossover,22,Gasoline,False,25.0,241.0,False,Jeep,32120.0,34300.0,2.8,2018
Minivan,29,Flex Fuel Vehicle,False,25.0,283.0,False,Dodge,49322.0,16500.0,2.8,2017
SUV / Crossover,3,Gasoline,False,23.0,300.0,False,BMW,62887.0,13895.0,2.963636363636364,2013
SUV / Crossover,76,Gasoline,False,25.0,295.0,False,Dodge,37926.0,27200.0,2.8,2018
Sedan,58,Gasoline,False,29.0,241.0,False,Mercedes-Benz,56909.0,25100.0,2.8,2017
Van,24,Flex Fuel Vehicle,True,27.0,255.0,False,Ford,137976.0,7999.0,4.666666666666667,2009
SUV / Crossover,48,Gasoline,False,19.0,270.0,False,Nissan,178068.0,4499.0,4.666666666666667,2006
SUV / Crossover,66,Gasoline,False,27.0,172.0,False,Jeep,59254.0,11300.0,2.8,2015
SUV / Crossover,52,Gasoline,False,26.0,305.0,False,Chevrolet,6850.0,34739.0,3.4477611940298507,2019
SUV / Crossover,1,Gasoline,True,26.0,276.0,False,Hyundai,62783.0,10972.0,3.4477611940298507,2012
SUV / Crossover,41,Gasoline,False,19.0,362.0,False,Mercedes-Benz,75898.0,21995.0,2.963636363636364,2014
Sedan,60,Gasoline,False,22.0,707.0,False,Dodge,25948.0,58000.0,2.8,2018
SUV / Crossover,133,Gasoline,False,25.0,305.0,False,Chevrolet,8121.0,36972.0,3.4477611940298507,2019
Sedan,248,Gasoline,True,28.0,315.0,False,BMW,87055.0,16495.0,2.963636363636364,2015
Sedan,25,Gasoline,False,31.0,241.0,False,Mercedes-Benz,45803.0,21995.0,2.963636363636364,2017
SUV / Crossover,24,Gasoline,False,26.0,210.0,False,Jeep,149654.0,4499.0,4.666666666666667,2005
SUV / Crossover,44,Gasoline,False,28.0,240.0,False,BMW,95595.0,9795.0,2.963636363636364,2013
Sedan,120,Gasoline,True,23.0,360.0,False,Lexus,74716.0,26000.0,2.8,2014
Sedan,5,Gasoline,False,35.0,182.0,False,Nissan,18887.0,21000.0,2.8,2019
SUV / Crossover,28,Gasoline,False,27.0,240.0,False,BMW,48443.0,25995.0,2.963636363636364,2017
SUV / Crossover,45,Gasoline,False,31.0,228.0,False,BMW,22179.0,22995.0,2.963636363636364,2017
Sedan,15,Gasoline,True,34.0,189.0,False,Honda,71596.0,12591.0,3.4477611940298507,2014
Coupe,427,Gasoline,False,39.0,140.0,False,Honda,136752.0,6499.0,4.666666666666667,2012
Pickup Truck,53,Flex Fuel Vehicle,False,22.0,285.0,False,Chevrolet,36152.0,29439.0,3.4477611940298507,2017
Sedan,177,Gasoline,False,24.0,402.0,False,Mercedes-Benz,47891.0,27995.0,2.963636363636364,2014
SUV / Crossover,7,Gasoline,False,25.0,241.0,False,Jeep,27222.0,27000.0,2.8,2017
Coupe,47,Gasoline,False,27.0,280.0,False,INFINITI,159452.0,5999.0,4.666666666666667,2006
Sedan,24,Gasoline,True,29.0,200.0,False,Volkswagen,137562.0,3999.0,4.666666666666667,2006
Van,190,Gasoline,False,27.0,188.0,False,Mercedes-Benz,48310.0,24000.0,2.8,2015
SUV / Crossover,6,Gasoline,True,25.0,241.0,False,Jeep,35432.0,25000.0,2.8,2017
SUV / Crossover,53,Gasoline,False,28.0,220.0,False,Audi,86724.0,13495.0,2.963636363636364,2014
SUV / Crossover,21,Gasoline,False,26.0,360.0,False,Jeep,37050.0,22300.0,2.8,2016
SUV / Crossover,13,Gasoline,False,25.0,295.0,False,Dodge,41441.0,27580.0,2.8,2017
Sedan,18,Gasoline,False,31.0,252.0,False,Audi,78777.0,19985.0,2.963636363636364,2017
SUV / Crossover,444,Gasoline,False,26.0,170.0,False,Nissan,154558.0,4999.0,4.666666666666667,2008
Pickup Truck,32,Gasoline,False,24.0,308.0,False,GMC,48422.0,30959.0,3.4477611940298507,2017
SUV / Crossover,22,Gasoline,False,26.0,280.0,False,Honda,20544.0,32324.0,3.4477611940298507,2017
SUV / Crossover,20,Gasoline,False,26.0,283.0,False,Dodge,39720.0,17500.0,2.8,2019
SUV / Crossover,36,Gasoline,True,21.0,420.0,False,Porsche,56518.0,29995.0,2.963636363636364,2013
Pickup Truck,17,Flex Fuel Vehicle,False,22.0,285.0,False,Chevrolet,33375.0,29759.0,3.4477611940298507,2018
SUV / Crossover,38,Gasoline,False,24.0,290.0,False,Jeep,99362.0,15995.0,2.963636363636364,2015
SUV / Crossover,21,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,28501.0,42324.0,3.4477611940298507,2017
SUV / Crossover,40,Gasoline,False,20.0,300.0,False,Acura,184178.0,6999.0,4.666666666666667,2008
Sedan,19,Gasoline,True,33.0,138.0,False,Chevrolet,41860.0,7500.0,2.8,2011
Sedan,286,Gasoline,True,29.0,207.0,False,Chevrolet,147995.0,4499.0,4.666666666666667,2010
Pickup Truck,31,Gasoline,False,22.0,355.0,False,Chevrolet,27939.0,29724.0,3.4477611940298507,2017
Sedan,35,Gasoline,False,34.0,170.0,False,Volkswagen,65310.0,14000.0,2.8,2017
Coupe,361,Gasoline,False,30.0,211.0,False,Audi,74796.0,13295.0,2.963636363636364,2013
SUV / Crossover,25,Gasoline,False,29.0,240.0,False,Land Rover,75095.0,23995.0,2.963636363636364,2017
SUV / Crossover,35,Gasoline,False,25.0,295.0,False,Jeep,34853.0,27500.0,2.8,2017
Hatchback,64,Gasoline,False,36.0,149.0,False,Chevrolet,82715.0,10155.0,3.4477611940298507,2015
Pickup Truck,33,Gasoline,False,22.0,278.0,False,Toyota,14245.0,36924.0,3.4477611940298507,2018
Sedan,34,Gasoline,False,30.0,220.0,False,Audi,44491.0,18900.0,2.8,2016
SUV / Crossover,12,Gasoline,False,26.0,301.0,False,Chevrolet,81547.0,11969.0,3.4477611940298507,2014
Sedan,12,Gasoline,False,29.0,211.0,False,Audi,115477.0,7995.0,2.963636363636364,2012
Sedan,24,Gasoline,True,35.0,138.0,False,Chevrolet,140798.0,5499.0,4.666666666666667,2013
SUV / Crossover,54,Gasoline,False,19.0,362.0,False,Mercedes-Benz,92076.0,17495.0,2.963636363636364,2013
SUV / Crossover,35,Gasoline,False,26.0,310.0,False,Cadillac,3195.0,36439.0,3.4477611940298507,2019
Pickup Truck,47,Gasoline,True,17.0,305.0,False,Nissan,84934.0,9999.0,4.666666666666667,2004
SUV / Crossover,22,Gasoline,False,26.0,170.0,False,Chevrolet,8938.0,19759.0,3.4477611940298507,2018
Sedan,25,Gasoline,True,31.0,241.0,False,Mercedes-Benz,45651.0,19995.0,2.963636363636364,2017
SUV / Crossover,6,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,15231.0,39959.0,3.4477611940298507,2016
Coupe,18,Gasoline,True,30.0,323.0,False,Chevrolet,43178.0,16500.0,2.8,2015
SUV / Crossover,36,Gasoline,True,28.0,220.0,False,Audi,81658.0,13895.0,2.963636363636364,2014
SUV / Crossover,47,Gasoline,True,20.0,210.0,False,Jeep,137562.0,7499.0,4.666666666666667,2010
Sedan,24,Gasoline,True,23.0,306.0,False,INFINITI,128358.0,7499.0,4.666666666666667,2007
SUV / Crossover,12,Gasoline,False,27.0,180.0,False,Jeep,66342.0,13339.0,3.4477611940298507,2014
SUV / Crossover,8,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,58819.0,30759.0,3.4477611940298507,2016
Sedan,172,Gasoline,False,33.0,220.0,False,Audi,56089.0,14495.0,2.963636363636364,2015
SUV / Crossover,13,Gasoline,False,23.0,302.0,False,Mercedes-Benz,81779.0,15995.0,2.963636363636364,2013
Sedan,20,Gasoline,False,33.0,147.0,False,Kia,28993.0,12000.0,2.8,2017
SUV / Crossover,14,Gasoline,False,25.0,241.0,False,Jeep,45029.0,28300.0,2.8,2018
SUV / Crossover,18,Gasoline,False,25.0,302.0,False,Mercedes-Benz,55224.0,19995.0,2.963636363636364,2015
SUV / Crossover,400,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,57360.0,37939.0,3.4477611940298507,2016
Sedan,475,Gasoline,False,21.0,382.0,False,Mercedes-Benz,128747.0,10499.0,4.666666666666667,2008
SUV / Crossover,25,Gasoline,False,19.0,362.0,False,Mercedes-Benz,52483.0,23395.0,2.963636363636364,2014
SUV / Crossover,43,Gasoline,False,22.0,288.0,False,Chevrolet,28555.0,27924.0,3.4477611940298507,2017
Sedan,353,Gasoline,False,26.0,290.0,False,Nissan,101681.0,9999.0,4.666666666666667,2012
Sedan,81,Gasoline,False,29.0,300.0,False,BMW,112336.0,13445.0,2.963636363636364,2014
SUV / Crossover,25,Gasoline,False,26.0,240.0,False,Land Rover,37772.0,20995.0,2.963636363636364,2016
SUV / Crossover,47,Gasoline,False,26.0,235.0,False,Jeep,166069.0,2499.0,4.666666666666667,2001
SUV / Crossover,177,Gasoline,True,20.0,345.0,False,Maserati,61226.0,34895.0,2.963636363636364,2017
SUV / Crossover,20,Gasoline,True,25.0,295.0,False,Dodge,37755.0,28000.0,2.8,2017
SUV / Crossover,282,Gasoline,False,21.0,420.0,False,Cadillac,3418.0,64439.0,3.4477611940298507,2019
Sedan,47,Gasoline,False,29.0,200.0,False,Chevrolet,124591.0,2999.0,4.666666666666667,2006
SUV / Crossover,231,Gasoline,False,14.0,563.0,False,Mercedes-Benz,99896.0,55995.0,2.963636363636364,2014
Hatchback,13,Gasoline,False,38.0,153.0,False,Chevrolet,67989.0,12623.0,3.4477611940298507,2017
Coupe,213,Gasoline,False,28.0,315.0,False,BMW,74154.0,23995.0,2.963636363636364,2017
SUV / Crossover,20,Gasoline,False,26.0,290.0,False,Acura,39359.0,27700.0,2.8,2017
Sedan,4,Gasoline,False,40.0,153.0,False,Chevrolet,10208.0,15272.0,3.4477611940298507,2018
SUV / Crossover,147,Gasoline,False,14.0,563.0,False,Mercedes-Benz,40351.0,65995.0,2.963636363636364,2014
Pickup Truck,21,Gasoline,False,22.0,355.0,False,Chevrolet,31147.0,32924.0,3.4477611940298507,2017
Pickup Truck,62,Gasoline,False,22.0,355.0,False,Chevrolet,9892.0,34439.0,3.4477611940298507,2018
Pickup Truck,24,Gasoline,False,16.0,260.0,False,Ford,173122.0,3499.0,4.666666666666667,2001
Sedan,8,Gasoline,False,36.0,160.0,False,Chevrolet,32596.0,16759.0,3.4477611940298507,2017
SUV / Crossover,45,Gasoline,True,21.0,420.0,False,Cadillac,92036.0,34995.0,2.963636363636364,2018
SUV / Crossover,66,Gasoline,False,27.0,300.0,False,BMW,58704.0,23495.0,2.963636363636364,2015
Coupe,153,Gasoline,True,36.0,140.0,False,Honda,140000.0,4499.0,4.666666666666667,2007
Pickup Truck,55,Gasoline,False,22.0,355.0,False,Chevrolet,28057.0,32439.0,3.4477611940298507,2017
Sedan,24,Flex Fuel Vehicle,True,28.0,211.0,False,Chevrolet,98871.0,4999.0,4.666666666666667,2006
Wagon,45,Gasoline,True,32.0,175.0,False,Subaru,34737.0,19847.0,3.4477611940298507,2017
Sedan,18,Gasoline,False,27.0,302.0,False,Mercedes-Benz,53758.0,19995.0,2.963636363636364,2014
Sedan,25,Gasoline,False,31.0,241.0,False,Mercedes-Benz,53458.0,21995.0,2.963636363636364,2017
Sedan,21,Gasoline,False,30.0,272.0,False,Cadillac,13914.0,25439.0,3.4477611940298507,2017
SUV / Crossover,20,Gasoline,False,32.0,208.0,False,Mercedes-Benz,81053.0,15495.0,2.963636363636364,2015
Sedan,54,Gasoline,False,33.0,208.0,False,Mercedes-Benz,73888.0,13999.0,2.963636363636364,2016
Van,24,Gasoline,False,27.0,285.0,False,GMC,149283.0,4999.0,4.666666666666667,2005
SUV / Crossover,24,Gasoline,False,21.0,253.0,False,Acura,145339.0,4999.0,4.666666666666667,2006
SUV / Crossover,177,Gasoline,False,23.0,300.0,False,BMW,87399.0,16895.0,2.963636363636364,2013
Coupe,24,Gasoline,True,30.0,160.0,False,Acura,159291.0,4999.0,4.666666666666667,2002
SUV / Crossover,12,Gasoline,False,21.0,210.0,False,Jeep,87590.0,8887.0,3.4477611940298507,2010
Pickup Truck,21,Gasoline,True,22.0,355.0,False,Chevrolet,21630.0,33259.0,3.4477611940298507,2018
SUV / Crossover,33,Gasoline,False,26.0,355.0,False,Chevrolet,29832.0,43924.0,3.4477611940298507,2019
Sedan,28,Gasoline,True,29.0,300.0,False,BMW,68159.0,15995.0,2.963636363636364,2014
Sedan,3,Gasoline,True,32.0,240.0,False,BMW,123642.0,7495.0,2.963636363636364,2012
SUV / Crossover,39,Gasoline,False,26.0,355.0,False,Chevrolet,7922.0,51949.0,3.4477611940298507,2020
SUV / Crossover,7,Gasoline,True,25.0,310.0,False,Chevrolet,35718.0,27972.0,3.4477611940298507,2018
Sedan,54,Gasoline,True,31.0,241.0,False,Mercedes-Benz,85154.0,16495.0,2.963636363636364,2017
Sedan,255,Gasoline,False,24.0,228.0,False,Mercedes-Benz,91899.0,6999.0,4.666666666666667,2007
SUV / Crossover,15,Flex Fuel Vehicle,False,26.0,355.0,False,Chevrolet,36261.0,41975.0,3.4477611940298507,2017
Coupe,215,Gasoline,True,29.0,357.0,False,BMW,63289.0,48995.0,2.963636363636364,2015
Sedan,40,Gasoline,False,33.0,241.60205479452054,False,Porsche,62385.0,26995.0,2.963636363636364,2012
Pickup Truck,255,Gasoline,False,18.0,390.0,False,Dodge,184178.0,5499.0,4.666666666666667,2009
SUV / Crossover,10,Gasoline,False,26.0,310.0,False,Cadillac,40274.0,28372.0,3.4477611940298507,2017
SUV / Crossover,177,Gasoline,False,23.0,340.0,False,Jaguar,59389.0,27795.0,2.963636363636364,2017
Sedan,76,Gasoline,False,30.0,158.0,False,Toyota,63383.0,8999.0,4.666666666666667,2007
SUV / Crossover,1,Gasoline,True,27.0,310.0,False,Chevrolet,35627.0,26569.0,3.4477611940298507,2018
SUV / Crossover,19,Gasoline,False,26.0,420.0,False,GMC,6547.0,52549.0,3.4477611940298507,2020
SUV / Crossover,8,Gasoline,False,22.0,281.0,False,Chevrolet,30158.0,24749.0,3.4477611940298507,2017
SUV / Crossover,28,Gasoline,False,25.0,302.0,False,Mercedes-Benz,58680.0,14995.0,2.963636363636364,2014
Sedan,6,Gasoline,True,26.0,449.0,False,Mercedes-Benz,82931.0,27995.0,2.963636363636364,2014
Pickup Truck,27,Gasoline,False,24.0,308.0,False,Chevrolet,34428.0,29449.0,3.4477611940298507,2017
SUV / Crossover,7,Gasoline,False,28.0,240.0,False,BMW,107609.0,7995.0,2.963636363636364,2014
Sedan,71,Gasoline,False,31.0,272.0,False,Cadillac,11280.0,19019.0,3.4477611940298507,2014
SUV / Crossover,18,Gasoline,False,28.0,240.0,False,BMW,60375.0,19995.0,2.963636363636364,2017
Pickup Truck,33,Gasoline,True,22.0,241.60205479452054,False,Ford,93707.0,17433.0,4.377777777777778,2016
SUV / Crossover,1,Gasoline,False,28.0,182.0,False,GMC,47502.0,16972.0,3.4477611940298507,2017
Sedan,21,Gasoline,False,21.0,382.0,False,Mercedes-Benz,60272.0,21993.0,4.377777777777778,2010
Coupe,53,Gasoline,False,24.0,449.0,False,Mercedes-Benz,88528.0,48895.0,2.963636363636364,2016
Sedan,5,Gasoline,False,28.0,315.0,False,BMW,58410.0,17999.0,2.963636363636364,2013
SUV / Crossover,8,Gasoline,False,26.0,170.0,False,Chevrolet,17559.0,25569.0,3.4477611940298507,2019
Sedan,24,Gasoline,False,35.0,178.0,False,Toyota,126199.0,10933.0,4.377777777777778,2015
SUV / Crossover,196,Gasoline,,30.0,180.0,True,Jeep,22.0,21681.0,4.377777777777778,2020
Sedan,41,Gasoline,False,29.0,268.0,False,Cadillac,52884.0,23939.0,3.4477611940298507,2017
SUV / Crossover,54,Gasoline,False,28.0,175.0,False,Hyundai,24630.0,19993.0,4.377777777777778,2017
SUV / Crossover,47,Gasoline,False,26.0,335.0,False,Ford,3699.0,37993.0,4.377777777777778,2020
SUV / Crossover,388,Gasoline,,30.0,180.0,True,Jeep,22.0,20784.0,4.377777777777778,2020
SUV / Crossover,7,Gasoline,False,33.0,148.0,False,Subaru,79641.0,13993.0,4.377777777777778,2013
SUV / Crossover,20,Gasoline,False,22.0,281.0,False,GMC,63844.0,19993.0,4.377777777777778,2016
SUV / Crossover,19,Gasoline,False,26.0,355.0,False,Chevrolet,33269.0,42922.0,3.4477611940298507,2019
SUV / Crossover,4,Gasoline,False,26.0,310.0,False,Chevrolet,48121.0,33439.0,3.4477611940298507,2018
SUV / Crossover,490,Gasoline,,29.0,177.0,True,Jeep,13.0,21999.0,4.377777777777778,2019
SUV / Crossover,202,Gasoline,,30.0,180.0,True,Jeep,22.0,21984.0,4.377777777777778,2020
Sedan,305,Gasoline,False,24.0,330.0,False,INFINITI,43969.0,24550.0,3.647058823529412,2016
SUV / Crossover,185,Gasoline,,26.0,241.60205479452054,True,Jeep,2.0,22256.0,4.377777777777778,2020
Sedan,20,Gasoline,False,33.0,147.0,False,Kia,30432.0,14000.0,2.8,2017
Sedan,17,Gasoline,False,27.0,270.0,False,Cadillac,66390.0,12234.0,3.647058823529412,2012
SUV / Crossover,187,Gasoline,False,26.0,290.0,False,Acura,50275.0,29601.0,3.647058823529412,2017
Hatchback,4,Gasoline,False,35.0,197.0,False,Ford,43716.0,13972.0,3.4477611940298507,2015
SUV / Crossover,42,Gasoline,False,27.0,271.0,False,Jeep,91194.0,13333.0,4.377777777777778,2014
SUV / Crossover,41,Gasoline,False,26.0,181.0,False,Kia,12870.0,20904.0,3.647058823529412,2020
SUV / Crossover,50,Gasoline,False,28.0,176.0,False,Toyota,34947.0,22553.0,4.377777777777778,2017
SUV / Crossover,47,Gasoline,False,23.0,290.0,False,Jeep,154718.0,8993.0,4.377777777777778,2013
SUV / Crossover,20,Gasoline,True,30.0,240.0,False,Ford,79364.0,6500.0,2.8,2014
Pickup Truck,2,Gasoline,True,24.0,308.0,False,Chevrolet,23006.0,31572.0,3.4477611940298507,2017
Pickup Truck,8,Gasoline,False,22.0,355.0,False,Chevrolet,38046.0,36871.0,3.4477611940298507,2018
Pickup Truck,257,Flex Fuel Vehicle,False,22.0,360.0,False,Chevrolet,33854.0,50759.0,3.4477611940298507,2018
Sedan,10,Gasoline,False,39.0,140.0,False,Honda,78271.0,9269.0,3.4477611940298507,2012
SUV / Crossover,41,Gasoline,False,25.0,295.0,False,Jeep,46490.0,24124.0,3.647058823529412,2017
Sedan,68,Gasoline,False,29.0,295.0,False,Chrysler,59630.0,11948.0,3.647058823529412,2015
Pickup Truck,3,Gasoline,False,24.0,308.0,False,Chevrolet,2800.0,34972.0,3.4477611940298507,2020
SUV / Crossover,346,Gasoline,,30.0,180.0,True,Jeep,17.0,22065.0,4.377777777777778,2020
Minivan,126,Gasoline,True,24.0,276.0,False,Kia,16945.0,20572.0,3.647058823529412,2019
SUV / Crossover,194,Gasoline,,30.0,180.0,True,Jeep,19.0,22456.0,4.377777777777778,2020
SUV / Crossover,6,Gasoline,False,32.0,170.0,False,Nissan,43014.0,13939.0,3.4477611940298507,2015
SUV / Crossover,19,Gasoline,False,26.0,252.0,False,Audi,28608.0,35800.0,2.8,2018
Minivan,39,Gasoline,False,28.0,248.0,False,Honda,129592.0,12333.0,4.377777777777778,2013
SUV / Crossover,9,Gasoline,True,23.0,290.0,False,Jeep,112048.0,12993.0,4.377777777777778,2012
Sedan,67,Gasoline,False,33.0,450.0,False,Audi,36447.0,44300.0,2.8,2017
Sedan,4,Gasoline,False,41.0,203.0,False,Toyota,22216.0,20423.0,3.647058823529412,2019
Sedan,83,Gasoline,True,38.0,184.0,False,Mazda,70580.0,12236.0,3.647058823529412,2014
Convertible,158,Gasoline,False,25.0,429.0,False,Mercedes-Benz,31231.0,37937.0,3.647058823529412,2013
SUV / Crossover,20,Gasoline,True,32.0,170.0,False,Nissan,110255.0,10443.0,4.377777777777778,2014
Sedan,20,Gasoline,False,33.0,185.0,False,Kia,39201.0,16000.0,2.8,2019
SUV / Crossover,5,Gasoline,False,26.0,355.0,False,Chevrolet,38963.0,43639.0,3.4477611940298507,2019
Sedan,25,Gasoline,False,22.0,577.0,False,Mercedes-Benz,55466.0,46529.0,3.647058823529412,2015
Sedan,28,Gasoline,False,30.0,300.0,False,Nissan,68445.0,16500.0,2.8,2016
SUV / Crossover,11,Gasoline,False,25.0,310.0,False,Chevrolet,31895.0,28572.0,3.4477611940298507,2018
Sedan,158,Hybrid,False,38.0,188.0,False,Lincoln,76252.0,14782.0,3.647058823529412,2017
Pickup Truck,48,Flex Fuel Vehicle,False,23.0,282.0,False,Ford,32168.0,22118.0,3.647058823529412,2016
SUV / Crossover,19,Gasoline,False,26.0,355.0,False,Chevrolet,15185.0,49424.0,3.4477611940298507,2020
Pickup Truck,7,Gasoline,False,19.0,390.0,False,RAM,100961.0,22993.0,4.377777777777778,2012
SUV / Crossover,200,Gasoline,,30.0,180.0,True,Jeep,18.0,22556.0,4.377777777777778,2020
Convertible,13,Gasoline,False,29.0,302.0,False,Mercedes-Benz,62630.0,22952.0,3.647058823529412,2012
Pickup Truck,14,Gasoline,True,24.0,305.0,False,Chevrolet,47485.0,28605.0,3.4477611940298507,2016
SUV / Crossover,217,Gasoline,,29.0,270.0,True,Jeep,19.0,22998.0,4.377777777777778,2020
SUV / Crossover,56,Gasoline,False,28.0,185.0,False,Kia,22196.0,19115.0,3.647058823529412,2018
SUV / Crossover,3,Gasoline,False,26.0,170.0,False,Chevrolet,19369.0,24435.0,3.4477611940298507,2018
Sedan,67,Gasoline,False,30.0,241.0,False,Mercedes-Benz,41332.0,26872.0,3.647058823529412,2017
Hatchback,587,Gasoline,True,36.0,241.60205479452054,False,Volkswagen,45063.0,10646.0,3.647058823529412,2013
Coupe,14,Gasoline,False,30.0,323.0,False,Chevrolet,76169.0,15443.0,4.377777777777778,2014
SUV / Crossover,8,Gasoline,False,26.0,290.0,False,Acura,65474.0,28000.0,2.8,2017
Minivan,3,Gasoline,False,23.0,197.0,False,Chrysler,76227.0,7144.0,3.4477611940298507,2008
Convertible,3,Gasoline,False,35.0,164.0,False,FIAT,18608.0,21116.0,3.647058823529412,2018
Pickup Truck,11,Gasoline,False,18.0,390.0,False,Dodge,67071.0,18993.0,4.377777777777778,2010
Wagon,20,Gasoline,False,30.0,130.0,False,Kia,25086.0,14158.0,3.647058823529412,2018
SUV / Crossover,3,Gasoline,False,33.0,147.0,False,Kia,3609.0,16595.0,3.647058823529412,2020
Coupe,1,Gasoline,True,28.0,335.0,False,Chevrolet,16281.0,26972.0,3.4477611940298507,2017
Pickup Truck,88,Gasoline,False,23.0,365.0,False,Ford,66211.0,35965.0,3.647058823529412,2015
Sedan,20,Gasoline,True,33.0,248.0,False,BMW,40400.0,33500.0,2.8,2018
SUV / Crossover,54,Gasoline,False,35.0,155.0,False,Mazda,106911.0,7703.0,4.377777777777778,2013
SUV / Crossover,77,Gasoline,False,28.0,240.0,False,BMW,69756.0,17468.0,3.647058823529412,2015
Sedan,82,Gasoline,False,33.0,241.60205479452054,False,Lexus,31160.0,30000.0,2.8,2016
Sedan,321,Gasoline,False,33.0,241.60205479452054,False,Mercedes-Benz,38885.0,21561.0,3.647058823529412,2014
Sedan,6,Gasoline,False,35.0,182.0,False,Nissan,18462.0,24439.0,3.4477611940298507,2019
Sedan,6,Gasoline,False,18.0,556.0,False,Cadillac,25813.0,45949.0,3.4477611940298507,2013
Sedan,6,Gasoline,False,36.0,160.0,False,Chevrolet,6836.0,16449.0,3.4477611940298507,2017
